"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0002757","immune response-activating signal transduction","136/3069","473/18670",8.01640020234866e-12,5.84171861257198e-10,4.69896457393485e-10,"BLK/MS4A1/STAP1/FCRL3/ITK/CTLA4/CD79A/CD19/CR2/TRAT1/LAX1/KLRK1/PTPRC/CD79B/KLHL6/CARD11/PTPN22/INPP5D/PAX5/PRKCB/CD28/TXK/SLA2/LCK/GRAP2/CD247/LCP2/CD3G/ZAP70/CD3E/TESPA1/FYB1/IGLL5/LAT2/WAS/CD3D/HLA-DPB1/WIPF1/KCNN4/BTK/PLCG2/VAV1/THEMIS/MUC16/ICAM3/FOXP3/BTN2A2/UBASH3A/BTN2A1/BTN3A1/FCGR2B/PIK3CD/NCKAP1L/HLA-DQA1/PTPN6/CD300A/LPXN/CR1/CACNA1F/CCR7/HLA-DPA1/HLA-DRA/BTN3A2/IGLL1/SKAP1/NFATC2/PAG1/NCR3/HLA-DQB1/NFAM1/BTN1A1/MALT1/THEMIS2/CD22/MYO1G/BTN3A3/ABL1/CSK/PSMB8/CD226/HHLA2/CYFIP2/CD47/CARD9/CD38/LAT/HLA-DRB1/PSMB5/FYB2/NECTIN2/PSMB6/PSMA8/FPR3/HLA-DQB2/MICB/SLC39A10/PSMC3/CD4/SH2B2/MYO1C/MYO10/CLEC10A/EIF2B2/PTK2/FYN/PSMD1/RAF1/PSMD9/PDE4B/IKBKB/PSMD14/PRKACA/SPPL3/PSMD2/GCSAM/DUSP22/GBP1/C3AR1/PSMD8/PSMC4/CD160/PLCL2/C5AR1/PSMB9/LILRB4/PSMC1/BCAR1/RAC1/PSMD3/PRKD2/PTPN2/PIK3R2/CLEC4C/CYLD/STOML2/PSMB10",136
"BP","GO:0042113","B cell activation","99/3069","310/18670",9.14055982512799e-12,6.58435499127323e-10,5.29632680006509e-10,"MS4A1/FCRL3/CTLA4/CD79A/CD19/FCRL1/CR2/MZB1/LAX1/PTPRC/POU2F2/CD79B/CARD11/IKZF3/INPP5D/PRKCB/CD28/TNFRSF13B/AICDA/HDAC9/SLA2/CXCR5/ZAP70/ITGA4/TNFRSF13C/IGLL5/LAT2/IL7R/TBX21/SASH3/CD180/DOCK10/PTK2B/BTK/CD40LG/PLCG2/TNFAIP3/NOD2/FOXP3/ATM/CCR6/BANK1/CD27/JAK3/FCGR2B/PIK3CD/NCKAP1L/PTPN6/CASP8/SAMSN1/GAPT/CD300A/TNFSF4/CD74/IGLL1/NFATC2/BATF/NFAM1/MALT1/C17orf99/CD22/CD70/GPR183/FLT3/ABL1/ATAD5/IL27RA/HMGB3/CD40/PELI1/TNFSF13B/CASP3/CD38/TCIRG1/IL7/SLAMF8/SLC39A10/TLR9/LYL1/IL2/LEF1/ATP11C/ZBTB7A/EXO1/BLNK/LFNG/IL10/ZBTB1/TYROBP/PLCL2/PPP2R3C/CDH17/PTPN2/VCAM1/RBPJ/SHLD2/CYLD/ITGB1/MLH1",99
"BP","GO:0002698","negative regulation of immune effector process","51/3069","120/18670",1.19099338036497e-11,8.48176763039464e-10,6.82256853895677e-10,"FCRL3/PTPRC/CD84/CD96/IL7R/TBX21/LILRB1/HLA-F/FOXP3/ARRB2/JAK3/FCGR2B/PTPN6/BCR/IL4R/CD300A/CR1/TNFSF4/RNF125/CD22/HAVCR2/CCR2/CD59/CD47/TNF/SERPINB9/SLAMF8/HLA-G/TRAF3IP1/MICB/ZBTB7B/PGLYRP2/LGALS9/FER/IL2/SMAD7/ABR/MUL1/RNF26/IL2RA/IL10/NLRX1/C4BPB/C4BPA/TRIM38/DUSP22/TGFB2/TMBIM6/HLA-E/XCL1/CLEC12B",51
"BP","GO:0002715","regulation of natural killer cell mediated immunity","28/3069","46/18670",1.2931920206455e-11,9.10610605998351e-10,7.32477420091222e-10,"SLAMF6/KLRK1/RASGRP1/SH2D1A/CD96/LAG3/LILRB1/VAV1/HLA-F/ARRB2/CRTAM/NCR3/PVR/HAVCR2/CD226/NCR1/IL18RAP/NECTIN2/SERPINB9/HLA-G/MICB/LGALS9/IL12A/SH2D1B/CADM1/CD160/HLA-E/CLEC12B",28
"BP","GO:0001913","T cell mediated cytotoxicity","29/3069","49/18670",1.49809320247932e-11,1.04317223332643e-09,8.39107408967654e-10,"PTPRC/IL7R/IL12RB1/LILRB1/HLA-F/FCGR2B/CD1C/GZMM/P2RX7/PVR/IL23A/CD1E/HLA-B/CTSH/HLA-A/B2M/CD1B/IL23R/NECTIN2/STX7/HLA-G/MICB/FAM49B/HLA-C/IL12A/CD1A/PRF1/HLA-E/XCL1",29
"BP","GO:0002237","response to molecule of bacterial origin","105/3069","343/18670",3.73864293230014e-11,2.57473354469505e-09,2.07106547169293e-09,"STAP1/TLR6/KLRK1/PTPN22/CD6/IL24/AICDA/GFI1/IRF8/IL10RA/CD96/CNR2/CD180/LILRB1/PLCG2/TNFAIP3/NOD2/CSF2RB/CXCL13/FCGR2B/TNIP3/ACP5/CARD8/CCR5/BCR/LY86/CASP8/P2RX7/CCR7/FASLG/SMAD6/TNFSF4/INAVA/KMO/LTA/CASP1/IRF5/NLRP7/MALT1/TLR1/CYP27B1/CD86/HAVCR2/ABL1/TNFRSF1B/IL18/NLRP3/MGST1/LY96/CARD9/PELI1/LDOC1/CD274/B2M/CASP3/GSTP1/GCH1/CARD17/IRGM/IL23R/TNF/CTSG/IL12RB2/JAK2/PYCARD/TLR9/HMGB2/CEBPE/CARD16/MAPKAPK3/DAB2IP/LGALS9/FER/TREM2/IL12A/TLR2/CD80/STAR/TIMP4/TAC1/ABR/CITED1/IL10/PDE4B/IRF3/ABCC2/BMP6/WDR35/FZD5/C5AR1/NOS3/HMGB1/EDN1/SIGIRR/PTAFR/CSF2/NUGGC/NFKB2/PTGER2/VCAM1/HDAC2/CDK4/PRKCA/RPS6KA3/MGST2",105
"BP","GO:0043368","positive T cell selection","23/3069","34/18670",3.79377743536527e-11,2.58430469428632e-09,2.07876431784488e-09,"SLAMF6/IRF4/PTPRC/LY9/BCL11B/CD3G/ZAP70/CD3E/DOCK2/CD3D/TBX21/SPN/IL12RB1/THEMIS/FOXP3/ITPKB/CD74/BATF/IL23A/FOXN1/IL23R/PTPN2/CYLD",23
"BP","GO:0042100","B cell proliferation","43/3069","95/18670",4.00919960497529e-11,2.70168321767528e-09,2.17318131389096e-09,"MS4A1/FCRL3/CTLA4/CD79A/CD19/CR2/MZB1/PTPRC/CARD11/IKZF3/INPP5D/TNFRSF13B/TNFRSF13C/IL7R/SASH3/CD180/BTK/CD40LG/ATM/FCGR2B/NCKAP1L/GAPT/CD300A/CD74/NFATC2/CD22/CD70/GPR183/ABL1/ATAD5/CD40/PELI1/TNFSF13B/CASP3/CD38/IL7/SLC39A10/TLR9/IL2/LEF1/IL10/TYROBP/PLCL2",43
"BP","GO:0035710","CD4-positive, alpha-beta T cell activation","42/3069","92/18670",4.79900739928858e-11,3.19950844375973e-09,2.57362222118623e-09,"SLAMF6/IRF4/LY9/RUNX3/MYB/TBX21/SASH3/SPN/IL12RB1/FOXP3/JAK3/NCKAP1L/FUT7/IL4R/TNFSF4/CD83/BATF/MALT1/GPR183/IL23A/CD86/IL18/NLRP3/PLA2G2D/IL18R1/CD274/IFNG/TCIRG1/IL23R/LGALS9B/ZBTB7B/LGALS9/IL12A/IL2/SMAD7/CD80/LEF1/CD160/HMGB1/SH3RF1/XCL1/STOML2",42
"BP","GO:0050777","negative regulation of immune response","58/3069","150/18670",4.98972244902802e-11,3.27691276819025e-09,2.63588475084412e-09,"CTLA4/PTPRC/INPP5D/CD84/PDCD1/NLRC3/CD96/IL7R/TBX21/LILRB1/TNFAIP3/HLA-F/FOXP3/NLRC5/ARRB2/NLRP6/JAK3/FCGR2B/PTPN6/BCR/SAMSN1/IL4R/CD300A/CR1/TNFSF4/HAVCR2/CCR2/IL27RA/CD59/TNF/SERPINB9/SLAMF8/HLA-G/ALOX15/ZBTB7B/PGLYRP2/LGALS9/FAM3A/FER/IL2/SMAD7/ABR/MUL1/IL2RA/PARP14/IL10/NLRX1/C4BPB/C4BPA/GPR17/DUSP22/CD160/FCRLB/TGFB2/HLA-E/PTPN2/XCL1/CLEC12B",58
"BP","GO:0002285","lymphocyte activation involved in immune response","66/3069","181/18670",5.01968447018133e-11,3.27691276819025e-09,2.63588475084412e-09,"CD19/SLAMF6/IRF4/PTPRC/LY9/CD28/AICDA/ITGAL/EOMES/MYB/CORO1A/TBX21/CD180/DOCK10/SPN/IL12RB1/PTK2B/CD40LG/LILRB1/PLCG2/HLA-F/FOXP3/CCR6/JAK3/FCGR2B/APBB1IP/LCP1/CD1C/IL4R/GAPT/F2RL1/TNFSF4/UNC13D/BATF/MALT1/C17orf99/GPR183/IL23A/CD86/HAVCR2/ABL1/IL18/ATAD5/CD244/IL27RA/NLRP3/CD40/IL18R1/IFNG/IL23R/ZBTB7B/PGLYRP2/HLA-DMB/LGALS9/IL2/SMAD7/CD80/LEF1/EXO1/LFNG/IL10/PLCL2/HMGB1/CDH17/SHLD2/MLH1",66
"BP","GO:0048872","homeostasis of number of cells","82/3069","246/18670",5.08793894937731e-11,3.28722818512862e-09,2.64418227114139e-09,"CARD11/TNFRSF17/IKZF1/INPP5D/TNFRSF13B/TNFRSF13C/SIT1/GPR174/IL7R/CCR4/CORO1A/SASH3/DOCK10/EZH2/TNFAIP3/FOXP3/RASSF2/HCLS1/JAK3/PIK3CD/ITPKB/NCKAP1L/BCR/GAPT/CACNA1F/P2RX7/CCR7/PRDX1/PMAIP1/CD74/AMPD3/GPR183/FLT3/ABL1/GCNT4/CCR2/RBFOX2/TNFSF13B/B2M/CASP3/FOXN1/LAT/TCIRG1/SPI1/STAT5B/IL7/JAK2/CCNB2/VEGFA/DYRK3/ALAS2/HMGB2/SH2B2/L3MBTL3/LGALS9/IL2/NCSTN/ZBTB7A/DMTN/G6PD/ACVR1B/ETS1/SLC7A11/IL2RA/HCAR2/PDE4B/MPL/ZC3H8/ANKRD54/NOS3/HMGB1/PTBP3/SFXN1/PPP2R3C/SLC4A1/FLT3LG/LGR4/PTPN2/TRIM58/ARID4A/CYLD/EPAS1",82
"BP","GO:0046637","regulation of alpha-beta T cell differentiation","33/3069","63/18670",5.7217861367148e-11,3.65902384885629e-09,2.94324745528756e-09,"IRF4/RUNX3/ZAP70/MYB/TBX21/SASH3/IL12RB1/FOXP3/JAK3/ITPKB/NCKAP1L/IL4R/TNFSF4/CD83/MALT1/IL23A/CD86/IL18/NLRP3/IHH/IFNG/PRDM1/IL23R/ZBTB7B/LGALS9/IL2/SMAD7/CD80/GLI3/AP3D1/AP3B1/HMGB1/SH3RF1",33
"BP","GO:0042119","neutrophil activation","138/3069","498/18670",9.73903403275543e-11,6.16510366497761e-09,4.95908920604633e-09,"ARHGAP9/PTPRC/SELL/RAB37/BIN2/ARHGAP45/HVCN1/CD53/ITGAL/DOCK2/KCNAB2/TMC6/LRMP/ITGAX/DOK3/PLAC8/FCGR2B/P2RX1/NCKAP1L/PTPN6/BCR/CD300A/CR1/ALOX5/F2RL1/SLC2A5/SIRPB1/GLIPR1/UNC13D/TBC1D10C/ADA2/ADAM8/STK10/NFAM1/SIGLEC5/CTSS/ITGAM/AMPD3/TNFRSF1B/IL18/TMEM63A/COTL1/VNN1/RAP2C/ITGB2/CRACR2A/MGST1/CD59/CTSH/GMFG/CYBB/CD47/TUBB4B/LAIR1/B2M/GSTP1/IL18RAP/TCIRG1/TRPM2/TMEM179B/CTSG/C6orf120/MMP9/PSMC3/TOM1/PYCARD/LYZ/RAB5C/MLEC/AOC1/CEACAM3/PAFAH1B2/DNAJC5/SURF4/TLR2/TMBIM1/CD63/TXNDC5/PSMD1/CAPN1/APEH/GLB1/COMMD3/APAF1/HSPA6/CKAP4/NCSTN/MS4A3/RAP2B/NBEAL2/AGPAT2/ABR/ANXA2/SIGLEC14/MAGT1/PKP1/CFP/SNAP23/MAN2B1/GM2A/RAB10/ANXA3/ATP6V0A1/SERPINA1/PSMD14/DDOST/LAMTOR1/PADI2/PSMD2/ERP44/B4GALT1/C3AR1/TYROBP/PIGR/ATP11B/C5AR1/HMGB1/TOLLIP/PTAFR/CD33/PTGES2/ADGRE3/RAC1/DNAJC3/PSMD3/SLCO4C1/OSCAR/CLEC12A/PRDX6/VPS35L/CLEC4C/FCGR3B/ARL8A/VAMP8/PGM1/CYBA/VCP/ALDH3B1",138
"BP","GO:0002704","negative regulation of leukocyte mediated immunity","28/3069","49/18670",1.07353331796856e-10,6.72783330370897e-09,5.41173795763309e-09,"PTPRC/CD84/CD96/IL7R/TBX21/LILRB1/HLA-F/FOXP3/ARRB2/JAK3/FCGR2B/PTPN6/BCR/CD300A/CR1/HAVCR2/CCR2/SERPINB9/HLA-G/LGALS9/SMAD7/ABR/C4BPB/C4BPA/DUSP22/HLA-E/XCL1/CLEC12B",28
"BP","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","44/3069","101/18670",1.13193259220277e-10,6.95606768813833e-09,5.59532524728435e-09,"HLA-DOB/HLA-DPB1/LAG3/HLA-DOA/FCGR2B/HLA-DQA1/HLA-DPA1/HLA-DRA/CD74/HLA-DQB1/CTSS/MARCHF1/CENPE/KIF15/ARF1/HLA-DRB1/HLA-DQB2/PYCARD/AP1M2/KIF4A/DCTN1/AP2M1/KIF2C/KIF23/HLA-DMB/KIF22/TREM2/RACGAP1/SEC31A/RILP/SPTBN2/AP2B1/CLTC/LGMN/KIF11/KIF2A/DYNC1I2/ACTR1A/DCTN2/HLA-DMA/DYNC1I1/CANX/IFI30/AP1S2",44
"BP","GO:0050900","leukocyte migration","138/3069","499/18670",1.13215079653759e-10,6.95606768813833e-09,5.59532524728435e-09,"STAP1/SIRPG/KLRK1/RIPOR2/INPP5D/CXCR4/SELL/CD84/VPREB3/LCK/JCHAIN/CXCR5/ZAP70/ITGA4/ITGAL/GPSM3/DOCK8/CD48/CD2/GPR18/MCOLN2/CORO1A/TBX21/CNR2/RAC2/SPN/PTK2B/JAML/VAV1/ADD2/ITGAX/CCR6/CXCL13/TNFRSF18/CD200R1/PIK3CD/NCKAP1L/PTPN6/CCR5/BCR/IL16/FUT7/CXCR3/ARHGEF5/CD300A/F2RL1/CCR7/PIK3CG/ITGB7/CD74/IGLL1/FCAMR/ADAM8/SELPLG/STK10/ADTRP/ESAM/ITGAM/SLC7A7/PTPRO/MYO1G/LYST/GPR183/IL23A/TNFSF11/GRB14/CCR2/CD244/IL27RA/CCL22/ITGB2/AIRE/GPR15/XCL2/CD47/P2RY12/CALCA/CCL24/MAG/CALR/TRPM2/TNF/TNFRSF10A/LRCH1/SLAMF8/ITGA3/VEGFA/VPREB1/PYCARD/CEACAM3/IRAK4/ITGA9/LGALS9/CSF3R/F7/FER/TREM2/IL12A/FYN/GCNT1/ITGB3/SELENOK/GYPC/CREB3/DOK2/MST1/ABR/SLC7A11/LGMN/DBH/IL10/PDE4B/APP/GREM1/GBF1/PADI2/GCSAM/B4GALT1/C3AR1/CHGA/C5AR1/HMGB1/TGFB2/EDN1/EPCAM/EDN2/PTAFR/RAC1/MADCAM1/CCL8/TRPM4/PIK3R2/XCL1/VCAM1/ITGB1/VEGFC/DAPK2/F11R",138
"BP","GO:0046578","regulation of Ras protein signal transduction","79/3069","238/18670",1.4374703526285e-10,8.74623951448815e-09,7.0353045669268e-09,"RIPOR2/P2RY10/RASAL3/RASGRP1/GPR174/GPR18/CYTH4/TIAM1/VAV1/RALGPS2/RASGRF1/GPR65/ARHGEF6/RASA2/ARHGEF1/ITPKB/GPR55/BCR/ARHGEF5/F2RL1/ARHGEF16/OGT/ABL1/IQSEC1/FGD2/EPS8L3/SCAI/EPS8L1/ADGRG1/RASGEF1A/KIF14/KCTD10/MCF2L2/FGD3/PLEKHG3/ARHGEF3/CBL/CDC42SE2/RASAL1/LPAR6/EPS8L2/JAK2/FOXM1/IQSEC3/ITGA3/HEG1/ARHGEF18/MYO9B/CDC42SE1/STMN1/SH2B2/FARP2/DAB2IP/NRG1/SPATA13/KCTD13/DENND4B/RASGRP4/ARHGDIB/ABR/RAF1/GPR4/PPP2CB/GBF1/GPR17/SQSTM1/MFN2/PLCE1/FLOT1/TGFB2/MCF2/PSD/RAC1/CYTH1/EPHB2/ARHGEF17/FGD1/KANK1/ITGB1",79
"BP","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","44/3069","102/18670",1.67574781148439e-10,1.00979918601661e-08,8.12262780283276e-09,"HLA-DOB/HLA-DPB1/LAG3/HLA-DOA/FCGR2B/HLA-DQA1/HLA-DPA1/HLA-DRA/CD74/HLA-DQB1/CTSS/MARCHF1/CENPE/KIF15/ARF1/HLA-DRB1/HLA-DQB2/PYCARD/AP1M2/KIF4A/DCTN1/AP2M1/KIF2C/KIF23/HLA-DMB/KIF22/TREM2/RACGAP1/SEC31A/RILP/SPTBN2/AP2B1/CLTC/LGMN/KIF11/KIF2A/DYNC1I2/ACTR1A/DCTN2/HLA-DMA/DYNC1I1/CANX/IFI30/AP1S2",44
"BP","GO:0042269","regulation of natural killer cell mediated cytotoxicity","26/3069","44/18670",1.78782842475289e-10,1.0670781655168e-08,8.58336874801162e-09,"SLAMF6/KLRK1/RASGRP1/SH2D1A/LAG3/LILRB1/VAV1/HLA-F/ARRB2/CRTAM/NCR3/PVR/HAVCR2/CD226/NCR1/IL18RAP/NECTIN2/SERPINB9/HLA-G/MICB/LGALS9/IL12A/CADM1/CD160/HLA-E/CLEC12B",26
"BP","GO:0031295","T cell costimulation","30/3069","56/18670",2.0508674390432e-10,1.21252700381922e-08,9.75333084963049e-09,"CTLA4/BTLA/KLRK1/CARD11/CD28/LCK/GRAP2/PDCD1/CD3E/TNFRSF13C/CD5/CD40LG/ICOS/VAV1/PTPN6/CCR7/TNFSF4/CD86/TMIGD2/CSK/HHLA2/DPP4/CD274/TNFSF13B/EFNB1/FYN/CD80/CD160/EFNB2/RAC1",30
"BP","GO:0043312","neutrophil degranulation","134/3069","485/18670",2.26383976612916e-10,1.32593306675995e-08,1.06655471126341e-08,"ARHGAP9/PTPRC/SELL/RAB37/BIN2/ARHGAP45/HVCN1/CD53/ITGAL/DOCK2/KCNAB2/TMC6/LRMP/ITGAX/DOK3/PLAC8/P2RX1/NCKAP1L/PTPN6/BCR/CD300A/CR1/ALOX5/SLC2A5/SIRPB1/GLIPR1/UNC13D/TBC1D10C/ADA2/ADAM8/STK10/NFAM1/SIGLEC5/CTSS/ITGAM/AMPD3/TNFRSF1B/TMEM63A/COTL1/VNN1/RAP2C/ITGB2/CRACR2A/MGST1/CD59/CTSH/GMFG/CYBB/CD47/TUBB4B/LAIR1/B2M/GSTP1/TCIRG1/TRPM2/TMEM179B/CTSG/C6orf120/MMP9/PSMC3/TOM1/PYCARD/LYZ/RAB5C/MLEC/AOC1/CEACAM3/PAFAH1B2/DNAJC5/SURF4/TLR2/TMBIM1/CD63/TXNDC5/PSMD1/CAPN1/APEH/GLB1/COMMD3/APAF1/HSPA6/CKAP4/NCSTN/MS4A3/RAP2B/NBEAL2/AGPAT2/ABR/ANXA2/SIGLEC14/MAGT1/PKP1/CFP/SNAP23/MAN2B1/GM2A/RAB10/ANXA3/ATP6V0A1/SERPINA1/PSMD14/DDOST/LAMTOR1/PADI2/PSMD2/ERP44/B4GALT1/C3AR1/TYROBP/PIGR/ATP11B/C5AR1/HMGB1/TOLLIP/PTAFR/CD33/PTGES2/ADGRE3/RAC1/DNAJC3/PSMD3/SLCO4C1/OSCAR/CLEC12A/PRDX6/VPS35L/CLEC4C/FCGR3B/ARL8A/VAMP8/PGM1/CYBA/VCP/ALDH3B1",134
"BP","GO:0001776","leukocyte homeostasis","39/3069","86/18670",2.9896976523767e-10,1.73485510994859e-08,1.39548363130916e-08,"TNFRSF17/TNFRSF13B/TNFRSF13C/SIT1/GPR174/CORO1A/DOCK10/TNFAIP3/FOXP3/JAK3/PIK3CD/ITPKB/NCKAP1L/GAPT/CACNA1F/P2RX7/PMAIP1/CD74/GPR183/FLT3/ABL1/CCR2/TNFSF13B/CASP3/FOXN1/LAT/TCIRG1/CCNB2/SH2B2/LGALS9/IL2/SLC7A11/IL2RA/HCAR2/PDE4B/MPL/ZC3H8/HMGB1/PPP2R3C",39
"BP","GO:0002283","neutrophil activation involved in immune response","134/3069","488/18670",3.53546980079205e-10,2.03273295794163e-08,1.63509076542666e-08,"ARHGAP9/PTPRC/SELL/RAB37/BIN2/ARHGAP45/HVCN1/CD53/ITGAL/DOCK2/KCNAB2/TMC6/LRMP/ITGAX/DOK3/PLAC8/P2RX1/NCKAP1L/PTPN6/BCR/CD300A/CR1/ALOX5/SLC2A5/SIRPB1/GLIPR1/UNC13D/TBC1D10C/ADA2/ADAM8/STK10/NFAM1/SIGLEC5/CTSS/ITGAM/AMPD3/TNFRSF1B/TMEM63A/COTL1/VNN1/RAP2C/ITGB2/CRACR2A/MGST1/CD59/CTSH/GMFG/CYBB/CD47/TUBB4B/LAIR1/B2M/GSTP1/TCIRG1/TRPM2/TMEM179B/CTSG/C6orf120/MMP9/PSMC3/TOM1/PYCARD/LYZ/RAB5C/MLEC/AOC1/CEACAM3/PAFAH1B2/DNAJC5/SURF4/TLR2/TMBIM1/CD63/TXNDC5/PSMD1/CAPN1/APEH/GLB1/COMMD3/APAF1/HSPA6/CKAP4/NCSTN/MS4A3/RAP2B/NBEAL2/AGPAT2/ABR/ANXA2/SIGLEC14/MAGT1/PKP1/CFP/SNAP23/MAN2B1/GM2A/RAB10/ANXA3/ATP6V0A1/SERPINA1/PSMD14/DDOST/LAMTOR1/PADI2/PSMD2/ERP44/B4GALT1/C3AR1/TYROBP/PIGR/ATP11B/C5AR1/HMGB1/TOLLIP/PTAFR/CD33/PTGES2/ADGRE3/RAC1/DNAJC3/PSMD3/SLCO4C1/OSCAR/CLEC12A/PRDX6/VPS35L/CLEC4C/FCGR3B/ARL8A/VAMP8/PGM1/CYBA/VCP/ALDH3B1",134
"BP","GO:0031294","lymphocyte costimulation","30/3069","57/18670",3.64959658684507e-10,2.079274709978e-08,1.67252804348335e-08,"CTLA4/BTLA/KLRK1/CARD11/CD28/LCK/GRAP2/PDCD1/CD3E/TNFRSF13C/CD5/CD40LG/ICOS/VAV1/PTPN6/CCR7/TNFSF4/CD86/TMIGD2/CSK/HHLA2/DPP4/CD274/TNFSF13B/EFNB1/FYN/CD80/CD160/EFNB2/RAC1",30
"BP","GO:0033077","T cell differentiation in thymus","34/3069","70/18670",4.20504888828758e-10,2.37414787233318e-08,1.90971826704687e-08,"CAMK4/PTPRC/CARD11/CD28/BCL11B/RASGRP1/CD3G/ZAP70/CD3E/TESPA1/DOCK2/IL7R/CD3D/FOXP3/CCR6/WNT1/ITPKB/CCR7/CD74/ADAM8/TMEM131L/ERBB2/VNN1/IHH/AIRE/B2M/FOXN1/GLI3/EGR3/ZBTB1/ZC3H8/FZD5/CLPTM1/PTPN2",34
"BP","GO:0002446","neutrophil mediated immunity","136/3069","499/18670",4.48933524456924e-10,2.51202356943888e-08,2.02062279006035e-08,"ARHGAP9/PTPRC/SELL/RAB37/BIN2/ARHGAP45/HVCN1/CD53/ITGAL/DOCK2/KCNAB2/TMC6/LRMP/ITGAX/DOK3/PLAC8/P2RX1/NCKAP1L/PTPN6/BCR/CD300A/CR1/ALOX5/F2RL1/SLC2A5/SIRPB1/GLIPR1/UNC13D/TBC1D10C/ADA2/ADAM8/STK10/NFAM1/SIGLEC5/CTSS/ITGAM/AMPD3/TNFRSF1B/TMEM63A/COTL1/VNN1/RAP2C/ITGB2/CRACR2A/MGST1/CD59/CTSH/GMFG/CYBB/CD47/TUBB4B/LAIR1/B2M/GSTP1/TCIRG1/TRPM2/TMEM179B/CTSG/C6orf120/MMP9/PSMC3/TOM1/PYCARD/LYZ/RAB5C/MLEC/AOC1/CEACAM3/IRAK4/PAFAH1B2/DNAJC5/SURF4/TLR2/TMBIM1/CD63/TXNDC5/PSMD1/CAPN1/APEH/GLB1/COMMD3/APAF1/HSPA6/CKAP4/NCSTN/MS4A3/RAP2B/NBEAL2/AGPAT2/ABR/ANXA2/SIGLEC14/MAGT1/PKP1/CFP/SNAP23/MAN2B1/GM2A/RAB10/ANXA3/ATP6V0A1/SERPINA1/PSMD14/DDOST/LAMTOR1/PADI2/PSMD2/ERP44/B4GALT1/C3AR1/TYROBP/PIGR/ATP11B/C5AR1/HMGB1/TOLLIP/PTAFR/CD33/PTGES2/ADGRE3/RAC1/DNAJC3/PSMD3/SLCO4C1/OSCAR/CLEC12A/PRDX6/VPS35L/CLEC4C/FCGR3B/ARL8A/VAMP8/PGM1/CYBA/VCP/ALDH3B1",136
"BP","GO:0050868","negative regulation of T cell activation","46/3069","112/18670",4.73337568500813e-10,2.62513853256159e-08,2.11161026134177e-08,"CTLA4/TIGIT/LAX1/PTPN22/RIPOR2/RUNX3/TBX21/SPN/LAG3/LILRB1/FOXP3/BTN2A2/JAK3/FCGR2B/PTPN6/IL4R/CD300A/TNFSF4/CD74/PAG1/TMEM131L/CD86/HAVCR2/ERBB2/IHH/PLA2G2D/PELI1/CD274/CASP3/LGALS9B/HLA-G/ZBTB7B/ADORA2A/TNFAIP8L2/LGALS9/IL2/SMAD7/CD80/IL2RA/GLI3/IL10/DUSP22/ZC3H8/HMGB1/PTPN2/XCL1",46
"BP","GO:0030183","B cell differentiation","51/3069","131/18670",5.40400127215118e-10,2.97077859408521e-08,2.38963638895032e-08,"MS4A1/FCRL3/CD79A/CD19/CR2/PTPRC/POU2F2/CD79B/CARD11/IKZF3/INPP5D/AICDA/HDAC9/ITGA4/DOCK10/PTK2B/BTK/CD40LG/PLCG2/ATM/CD27/JAK3/FCGR2B/NCKAP1L/PTPN6/NFAM1/MALT1/C17orf99/GPR183/FLT3/ABL1/HMGB3/TCIRG1/IL7/SLAMF8/TLR9/LYL1/ATP11C/ZBTB7A/BLNK/LFNG/IL10/ZBTB1/PLCL2/PPP2R3C/CDH17/PTPN2/VCAM1/RBPJ/CYLD/ITGB1",51
"BP","GO:0043367","CD4-positive, alpha-beta T cell differentiation","35/3069","74/18670",5.86297566975927e-10,3.17680027990971e-08,2.55535621685648e-08,"SLAMF6/IRF4/LY9/RUNX3/MYB/TBX21/SASH3/SPN/IL12RB1/FOXP3/JAK3/NCKAP1L/FUT7/IL4R/TNFSF4/CD83/BATF/MALT1/GPR183/IL23A/CD86/IL18/NLRP3/PLA2G2D/IL18R1/IFNG/IL23R/ZBTB7B/LGALS9/IL2/SMAD7/CD80/LEF1/HMGB1/SH3RF1",35
"BP","GO:0030888","regulation of B cell proliferation","31/3069","61/18670",5.88014731880527e-10,3.17680027990971e-08,2.55535621685648e-08,"FCRL3/CTLA4/MZB1/PTPRC/CARD11/IKZF3/INPP5D/TNFRSF13B/TNFRSF13C/SASH3/BTK/ATM/FCGR2B/NCKAP1L/CD300A/CD74/NFATC2/CD22/GPR183/ATAD5/CD40/PELI1/TNFSF13B/CASP3/CD38/IL7/SLC39A10/TLR9/IL2/IL10/TYROBP",31
"BP","GO:0070664","negative regulation of leukocyte proliferation","36/3069","78/18670",7.83863922365997e-10,4.1986967533912e-08,3.37734981935291e-08,"CTLA4/INPP5D/TNFRSF13B/SPN/BTK/LILRB1/TNFAIP3/FOXP3/BTN2A2/ATM/FCGR2B/PTPN6/CD300A/TMEM131L/CD86/HAVCR2/ERBB2/IHH/PLA2G2D/PELI1/CD274/CASP3/GSTP1/LGALS9B/HLA-G/ZBTB7B/LST1/LGALS9/IL2/CD80/IL2RA/IL10/GREM1/TYROBP/CCL8/XCL1",36
