"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0022409","positive regulation of cell-cell adhesion","78/2047","255/18670",9.02213904710275e-18,4.9351100587652e-15,4.13809688543191e-15,"DOCK8/MYB/CTLA4/BTLA/CARD11/PTPN6/RASAL3/TESPA1/BTN2A2/GRAP2/LILRB1/CLECL1/SIRPG/KLRK1/ITPKB/CCDC88B/IL7R/ZAP70/CORO1A/CCR7/CD40LG/LCK/CD6/PTPRC/ITGA4/SASH3/ZMIZ1/ICOS/IL12RB1/SIRPB1/CD3E/PDCD1/JAK3/RASGRP1/CD28/CSK/VAV1/RUNX3/IL6/SKAP1/NCKAP1L/CD27/HLA-DPB1/PYCARD/IL23A/TMIGD2/TNFSF4/FOXP3/RARA/VNN1/CCR2/NOD2/ZBTB1/ADAM8/TNFRSF13C/TNF/IL18/GATA3/CD83/CD5/TNFSF11/NLRP3/MALT1/HAVCR2/SRC/CD86/GLI3/IL4R/FYN/IL4/HLA-DMB/CD4/HLA-DPA1/ITGB2/ALOX15/ADAM19/FLOT1/TNFRSF14",78
"BP","GO:0045619","regulation of lymphocyte differentiation","60/2047","169/18670",2.25858224617495e-17,1.13249078126955e-14,9.495951496418e-15,"FANCD2/MYB/CTLA4/CARD11/INPP5D/PTPN6/TMEM131L/TESPA1/BTN2A2/CAMK4/ITPKB/IL7R/ZAP70/FCRL3/BTK/PTPRC/CD2/IKZF3/SASH3/ZMIZ1/IL12RB1/TOX/JAK3/RASGRP1/CD28/ABL1/RUNX3/TBX21/NCKAP1L/CD27/NFAM1/IRF4/IL23A/HLA-DOA/FANCA/TNFSF4/FOXP3/RARA/VNN1/CCR2/CR1/ZBTB1/ADAM8/SH3RF1/ERBB2/IL18/GATA3/CD83/NFATC2/NLRP3/LAG3/MALT1/FOXN1/CD86/GLI3/IL4R/IL4/SLAMF8/PGLYRP2/PRDM1",60
"BP","GO:0070661","leukocyte proliferation","85/2047","298/18670",3.63438225924496e-17,1.68215985029823e-14,1.41049345494422e-14,"DOCK8/CTLA4/CARD11/INPP5D/PTPN6/TMEM131L/RASAL3/BTN2A2/ATM/LILRB1/CLECL1/CD22/CCDC88B/BTN3A1/IL7R/DOCK2/TNFSF8/ZAP70/CORO1A/FCRL3/CD40LG/MS4A1/CD300A/CD6/SPN/BTK/PTPN22/PTPRC/IKZF3/SASH3/IL12RB1/CD3E/F2RL1/PIK3CG/CD19/JAK3/CD28/HELLS/ABL1/GAPT/IL6/NCKAP1L/CD180/ATAD5/HLA-DPB1/PYCARD/P2RX7/IL23A/TMIGD2/TNFSF4/FOXP3/TNFAIP3/FCGR2B/CCR2/NPR3/TNFRSF13C/RAC2/SH3RF1/LEF1/CASP3/ERBB2/IL18/NFATC2/TNFSF11/SDC4/MALT1/TCIRG1/CR2/LST1/HAVCR2/CD86/PRKAR1A/FYN/IL4/HLA-DMB/IMPDH1/CD4/HLA-DPA1/TNFRSF1B/FLT3/CD40/PKN1/CLU/ELF4/TNFRSF14",85
"BP","GO:0051056","regulation of small GTPase mediated signal transduction","92/2047","338/18670",4.97634017781282e-17,2.13875991784998e-14,1.79335326859074e-14,"RIPOR2/ARHGAP9/ARHGAP19/RASA2/ARHGAP25/RASAL3/ARHGAP45/DEPDC1B/ARHGEF6/ARHGEF1/ITPKB/ARHGAP30/TIAM1/ARHGAP4/RALGPS2/GPR55/ADGRG1/FGD3/P2RY10/GPR18/GPR65/CYTH4/RASGRF1/FGD2/KCTD10/PLEKHG3/RAP1GAP/LPAR6/F2RL1/ARHGEF18/RHOH/RASGRP1/GPR174/IQSEC1/RASAL1/VAV1/ABL1/TAGAP/FOXM1/RACGAP1/GMIP/RASGEF1A/ARHGAP39/MCF2L2/ARHGAP15/DAB2IP/ARHGAP6/ARHGEF3/GPR4/SCAI/PSD/SIPA1/ARHGEF5/ARHGDIB/EPS8L1/SRGAP1/RAC2/HEG1/GBF1/OGT/ABR/SQSTM1/TGFB2/BCR/ITGB1/ARHGAP11A/ARHGAP32/ARHGEF17/SH3BP1/CDC42SE2/ITGA3/ARHGEF16/MCF2/SYNGAP1/KIF14/RAPGEF1/SRC/PPP2CB/MYO9B/KANK1/RELN/STMN1/STARD13/CBL/KCTD13/CDC42SE1/SIPA1L3/ARHGAP29/FLOT1/SH2B2/MYO9A/RHOV",92
"BP","GO:0046651","lymphocyte proliferation","79/2047","272/18670",1.54146228102646e-16,6.18331902995748e-14,5.18472190383146e-14,"DOCK8/CTLA4/CARD11/INPP5D/PTPN6/TMEM131L/RASAL3/BTN2A2/ATM/LILRB1/CLECL1/CD22/CCDC88B/BTN3A1/IL7R/DOCK2/TNFSF8/ZAP70/CORO1A/FCRL3/CD40LG/MS4A1/CD300A/CD6/SPN/BTK/PTPN22/PTPRC/IKZF3/SASH3/IL12RB1/CD3E/PIK3CG/CD19/JAK3/CD28/HELLS/ABL1/GAPT/IL6/NCKAP1L/CD180/ATAD5/HLA-DPB1/PYCARD/P2RX7/IL23A/TMIGD2/TNFSF4/FOXP3/FCGR2B/CCR2/TNFRSF13C/RAC2/SH3RF1/LEF1/CASP3/ERBB2/IL18/NFATC2/SDC4/MALT1/CR2/LST1/HAVCR2/CD86/PRKAR1A/FYN/IL4/HLA-DMB/IMPDH1/CD4/HLA-DPA1/TNFRSF1B/FLT3/CD40/PKN1/ELF4/TNFRSF14",79
"BP","GO:0032943","mononuclear cell proliferation","79/2047","274/18670",2.44096955410988e-16,9.17957112942446e-14,7.69708360055832e-14,"DOCK8/CTLA4/CARD11/INPP5D/PTPN6/TMEM131L/RASAL3/BTN2A2/ATM/LILRB1/CLECL1/CD22/CCDC88B/BTN3A1/IL7R/DOCK2/TNFSF8/ZAP70/CORO1A/FCRL3/CD40LG/MS4A1/CD300A/CD6/SPN/BTK/PTPN22/PTPRC/IKZF3/SASH3/IL12RB1/CD3E/PIK3CG/CD19/JAK3/CD28/HELLS/ABL1/GAPT/IL6/NCKAP1L/CD180/ATAD5/HLA-DPB1/PYCARD/P2RX7/IL23A/TMIGD2/TNFSF4/FOXP3/FCGR2B/CCR2/TNFRSF13C/RAC2/SH3RF1/LEF1/CASP3/ERBB2/IL18/NFATC2/SDC4/MALT1/CR2/LST1/HAVCR2/CD86/PRKAR1A/FYN/IL4/HLA-DMB/IMPDH1/CD4/HLA-DPA1/TNFRSF1B/FLT3/CD40/PKN1/ELF4/TNFRSF14",79
"BP","GO:1902105","regulation of leukocyte differentiation","78/2047","272/18670",5.27655530083581e-16,1.86759019088995e-13,1.56597706234712e-13,"EVI2B/FANCD2/MYB/CTLA4/CARD11/INPP5D/PTPN6/TMEM131L/TESPA1/BTN2A2/LILRB1/CAMK4/ITPKB/IL7R/ZAP70/CASP8/FCRL3/GPR55/BTK/PTPRC/CD2/IKZF3/SASH3/ZMIZ1/IL12RB1/TOX/JAK3/RASGRP1/CD28/HCLS1/ABL1/RUNX3/TBX21/NCKAP1L/CD27/NFAM1/IRF4/IL23A/HLA-DOA/FANCA/TNFSF4/FOXP3/RARA/FCGR2B/VNN1/CCR2/CR1/ZBTB1/ADAM8/RASSF2/TNF/SH3RF1/POU4F1/LEF1/ERBB2/IL18/GATA3/CD83/KLF10/TFE3/NFATC2/TNFSF11/NLRP3/LAG3/PRKCA/MALT1/FOXN1/CD86/GLI3/IL4R/IL4/SLAMF8/CD4/TRIB1/PGLYRP2/PRDM1/FBN1/CD101",78
"BP","GO:0045785","positive regulation of cell adhesion","101/2047","403/18670",6.42134944873679e-16,2.14651442405829e-13,1.79985543320441e-13,"DOCK8/MYB/CTLA4/BTLA/CARD11/PTPN6/PTK2B/RASAL3/TESPA1/BTN2A2/ATM/GRAP2/LILRB1/CLECL1/SIRPG/KLRK1/ITPKB/CCDC88B/IL7R/ZAP70/CORO1A/CCR7/CD40LG/LCK/ADGRG1/CD6/PTPRC/ITGA4/SASH3/ZMIZ1/ICOS/IL12RB1/SIRPB1/CD3E/PDCD1/DISC1/JAK3/RASGRP1/CD28/UNC13D/CSK/VAV1/ABL1/RUNX3/APBB1IP/IL6/SKAP1/NCKAP1L/DOCK5/CD27/HLA-DPB1/PYCARD/IL23A/TMIGD2/TNFSF4/FOXP3/RARA/ZFHX3/VNN1/CCR2/NOD2/ZBTB1/ADAM8/TNFRSF13C/TNF/DAG1/ERBB2/IL18/GATA3/TGFB2/JUP/CD83/CASS4/TFE3/CD5/TNFSF11/SDC4/NLRP3/PRKCA/P2RY12/ITGA3/MALT1/COL8A1/HAVCR2/SRC/CD86/GLI3/IL4R/FYN/IL4/HLA-DMB/CD4/HLA-DPA1/ITGB2/VEGFA/MMRN1/ALOX15/ADAM19/FLOT1/SPOCK2/TNFRSF14",101
"BP","GO:0046631","alpha-beta T cell activation","51/2047","138/18670",8.37946343231417e-16,2.65364376169654e-13,2.22508411252531e-13,"BCL11B/SLAMF6/TCF7/MYB/ITK/RASAL3/LILRB1/ITPKB/DOCK2/TNFSF8/ZAP70/CD300A/GPR18/SPN/PTPRC/SASH3/IL12RB1/CD3E/JAK3/FUT7/CD28/ABL1/RUNX3/TBX21/IL6/NCKAP1L/IRF4/IL23A/TNFSF4/FOXP3/RARA/CCR2/EOMES/SH3RF1/LEF1/IL18/GATA3/LY9/CD83/NLRP3/MALT1/TCIRG1/BATF/CD86/STAT3/GLI3/IL4R/ADORA2A/PRDM1/ELF4/TNFRSF14",51
"BP","GO:0045058","T cell selection","28/2047","47/18670",9.55760741384989e-16,2.87540619045674e-13,2.41103222813592e-13,"BCL11B/SLAMF6/CARD11/ITPKB/DOCK2/ZAP70/CCR7/SPN/PTPRC/CD3G/IL12RB1/THEMIS/CD3E/CD28/CD3D/TBX21/IL6/IRF4/AIRE/IL23A/FOXP3/GATA3/LY9/FOXN1/BATF/STAT3/GLI3/CD4",28
"BP","GO:0045580","regulation of T cell differentiation","51/2047","139/18670",1.18442578101026e-15,3.39366186873272e-13,2.84559036009131e-13,"FANCD2/MYB/CTLA4/CARD11/TMEM131L/TESPA1/BTN2A2/CAMK4/ITPKB/IL7R/ZAP70/PTPRC/CD2/SASH3/ZMIZ1/IL12RB1/JAK3/RASGRP1/CD28/ABL1/RUNX3/TBX21/NCKAP1L/CD27/IRF4/IL23A/HLA-DOA/FANCA/TNFSF4/FOXP3/RARA/VNN1/CCR2/CR1/ZBTB1/ADAM8/SH3RF1/ERBB2/IL18/GATA3/CD83/NFATC2/NLRP3/LAG3/MALT1/FOXN1/CD86/GLI3/IL4R/IL4/PRDM1",51
"BP","GO:0050852","T cell receptor signaling pathway","63/2047","202/18670",4.65053292108748e-15,1.27192075391743e-12,1.0665073823336e-12,"TXK/CTLA4/CARD11/ITK/INPP5D/PLCG2/PTPN6/KCNN4/TESPA1/BTN2A2/BTN2A1/GRAP2/CD247/LCP2/BTN3A1/ZAP70/CCR7/WAS/LCK/PSMA8/CD300A/BTK/FYB1/PTPN22/NECTIN2/PTPRC/BTN3A2/BTN3A3/PIK3CD/CD3G/TRAT1/CACNA1F/BTN1A1/THEMIS/LAT/CD3E/UBASH3A/HLA-DQB1/CD28/CD3D/PAG1/CSK/ABL1/SKAP1/HLA-DPB1/SPPL3/FOXP3/HLA-DQA1/PSMB8/GATA3/BCAR1/PSMB5/MALT1/CD226/PSMD3/PSMC1/FYN/CD4/HLA-DPA1/PSMD1/PSMC3/PSMD2/PSMC4",63
"BP","GO:0002703","regulation of leukocyte mediated immunity","63/2047","205/18670",1.00916513639987e-14,2.64006375031217e-12,2.21369725343916e-12,"SLAMF6/PTPN6/STAP1/LILRB1/CD96/KLRK1/CD84/IL7R/ARRB2/WAS/CD300A/BTK/NECTIN2/PTPRC/HLA-F/SASH3/IL12RB1/F2RL1/JAK3/RASGRP1/IL27RA/CD28/UNC13D/VAV1/TBX21/IL6/FCER2/ATAD5/P2RX7/IL23A/C17orf99/TNFSF4/FOXP3/FCGR2B/CCR2/NOD2/CR1/ZBTB1/PVR/TNF/RAC2/STX7/ABR/ITGAM/SH2D1A/IL18/GATA3/BCR/C4BPA/LTA/NLRP3/LAG3/MALT1/CD226/HAVCR2/IL4R/IL4/ITGB2/TNFRSF1B/CD40/IL18RAP/NCR3/DNASE1",63
"BP","GO:0050851","antigen receptor-mediated signaling pathway","82/2047","316/18670",4.66239624461159e-14,1.16890159182616e-11,9.80125666685235e-12,"TXK/CTLA4/BLK/CARD11/ITK/INPP5D/PLCG2/PTPN6/KCNN4/PRKCB/TESPA1/BTN2A2/BTN2A1/CD79B/STAP1/GRAP2/CD22/CD247/LCP2/LAT2/BTN3A1/KLHL6/LAX1/ZAP70/CCR7/FCRL3/WAS/LCK/MS4A1/LPXN/PSMA8/CD300A/BTK/FYB1/PTPN22/NECTIN2/PTPRC/BTN3A2/BTN3A3/PIK3CD/CD3G/TRAT1/CACNA1F/BTN1A1/THEMIS/LAT/CD3E/UBASH3A/CD19/HLA-DQB1/PAX5/CD28/CD3D/PAG1/CSK/ABL1/SKAP1/NCKAP1L/NFAM1/HLA-DPB1/SPPL3/FOXP3/SLA2/FCGR2B/HLA-DQA1/PSMB8/GATA3/BCAR1/PSMB5/NFATC2/MALT1/CD226/PSMD3/PSMC1/FYN/CD4/HLA-DPA1/PSMD1/PSMC3/PSMD2/PSMC4/SH2B2",82
"BP","GO:0002819","regulation of adaptive immune response","52/2047","160/18670",1.81781791303252e-13,4.37512415308667e-11,3.66854789775363e-11,"PTPN6/LILRB1/IL7R/WAS/BTK/NECTIN2/PTPRC/HLA-F/CD48/SASH3/IL12RB1/JAK3/IL27RA/CD28/TBX21/IL6/SKAP1/FCER2/ATAD5/PYCARD/P2RX7/IL23A/C17orf99/TNFSF4/FOXP3/TNFAIP3/FCGR2B/CCR2/CR1/ZBTB1/PVR/TNFRSF13C/TNF/STX7/IL18/GATA3/C4BPA/LTA/NLRP3/ADCY7/MALT1/CD226/SAMSN1/HAVCR2/IL4R/IL4/CD4/TNFRSF1B/CD40/ALOX15/PKN1/TNFRSF14",52
"BP","GO:0046632","alpha-beta T cell differentiation","39/2047","101/18670",3.96593567411041e-13,9.17809036581628e-11,7.69584197814218e-11,"BCL11B/SLAMF6/TCF7/MYB/ITK/ITPKB/TNFSF8/ZAP70/GPR18/SPN/SASH3/IL12RB1/JAK3/FUT7/ABL1/RUNX3/TBX21/IL6/NCKAP1L/IRF4/IL23A/TNFSF4/FOXP3/RARA/EOMES/SH3RF1/LEF1/IL18/GATA3/LY9/CD83/NLRP3/MALT1/BATF/CD86/STAT3/GLI3/IL4R/PRDM1",39
